,ZIP,State,Lat,Lng,Size,Tract,State_code,County,Percent Estimate!!COMMUTING TO WORK!!Workers 16 years and over!!Car truck or van drove alone,Percent Estimate!!COMMUTING TO WORK!!Workers 16 years and over!!Car truck or van carpooled,Percent Estimate!!COMMUTING TO WORK!!Workers 16 years and over!!Public transportation (excluding taxicab),Percent Estimate!!COMMUTING TO WORK!!Workers 16 years and over!!Walked,Percent Estimate!!COMMUTING TO WORK!!Workers 16 years and over!!Other means,Percent Estimate!!COMMUTING TO WORK!!Workers 16 years and over!!Worked at home
466,53097,WI,43.24,-87.98,1,660100,55,089,80.7,8.6,0.4,2.4,2.6,5.3
467,53149,WI,42.9,-88.3,4,202001,55,133,87.8,5.9,0.0,1.7,0.3,4.2
468,53150,WI,42.88,-88.13,1,201900,55,133,85.2,8.1,0.5,0.0,1.5,4.7
469,53154,WI,42.89,-87.89,4,160203,55,079,84.9,9.5,2.2,1.0,1.3,1.1
470,53202,WI,43.04,-87.89,1,980000,55,079,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0
471,53207,WI,42.97,-87.9,1,020900,55,079,86.7,8.0,0.5,1.1,0.0,3.7
472,53211,WI,43.07,-87.89,2,007800,55,079,57.4,4.2,14.3,16.2,5.1,2.8
473,53581,WI,43.4,-90.4,1,970200,55,103,83.6,6.6,0.4,1.6,1.1,6.6
474,53593,WI,43.0,-89.6,1,010904,55,025,84.0,3.1,0.7,2.3,1.0,8.9
475,53719,WI,43.03,-89.5,1,000504,55,025,77.6,10.2,2.4,0.0,3.7,6.1
476,53901,WI,43.5,-89.5,1,970600,55,021,81.4,12.7,0.3,1.4,1.2,3.0
477,53916,WI,43.5,-88.9,2,960600,55,027,79.3,11.7,0.1,2.1,0.9,5.9
478,54313,WI,44.6,-88.1,1,020204,55,009,89.3,5.1,0.0,0.3,0.6,4.7
479,54401,WI,45.0,-89.7,1,001500,55,073,86.0,6.2,0.4,1.2,0.3,5.8
480,54452,WI,45.2,-89.7,1,960700,55,069,89.5,4.8,0.0,0.1,0.3,5.2
481,54455,WI,44.8,-89.7,1,001202,55,073,82.5,6.7,0.0,1.3,4.1,5.4
482,54467,WI,44.4,-89.5,1,961300,55,097,83.5,7.6,0.5,1.8,1.0,5.6
483,54665,WI,43.5,-90.9,1,960500,55,123,79.8,7.4,0.2,3.9,1.3,7.4
484,54666,WI,44.2,-90.4,1,960100,55,053,82.5,9.6,0.0,1.7,3.0,3.3
485,54729,WI,44.9,-91.4,1,010200,55,017,86.8,7.5,0.0,1.0,3.3,1.4
486,54901,WI,44.07,-88.52,4,001600,55,139,86.4,7.0,0.0,1.3,1.0,4.3
487,55014,MN,45.19,-93.13,4,050229,27,003,85.6,5.9,3.3,1.2,1.3,2.7
488,55057,MN,44.5,-93.2,1,061502,27,037,81.1,7.1,0.2,1.4,0.6,9.7
489,55082,MN,45.1,-92.8,1,070404,27,163,85.6,2.5,0.6,0.6,1.5,9.2
490,55106,MN,44.94,-93.05,1,980000,27,123,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0,-666666666.0
491,55108,MN,44.98,-93.18,4,042001,27,123,30.2,5.7,35.0,19.9,3.4,5.8
492,55113,MN,45.01,-93.16,2,041800,27,123,75.0,6.6,5.8,3.8,1.4,7.4
493,55116,MN,44.91,-93.17,1,037500,27,123,73.5,8.3,6.9,0.0,3.1,8.2
494,55123,MN,44.8,-93.14,1,060732,27,037,83.6,7.6,3.0,0.3,0.5,4.9
495,55125,MN,44.92,-92.94,4,071013,27,163,80.2,6.9,4.1,1.9,0.8,6.2
496,55126,MN,45.08,-93.14,1,040707,27,123,84.0,7.4,1.7,0.3,0.3,6.3
497,55301,MN,45.24,-93.67,2,100801,27,171,85.9,5.6,1.1,1.3,1.5,4.6
498,55315,MN,44.72,-93.68,1,091100,27,019,77.9,7.0,4.2,0.8,1.9,8.2
499,55347,MN,44.83,-93.46,2,026018,27,053,80.8,4.9,2.8,0.0,1.4,10.1
500,55352,MN,44.7,-93.6,1,080800,27,139,84.8,6.8,0.6,2.5,0.3,5.0
501,55369,MN,45.13,-93.46,1,026708,27,053,80.4,8.3,3.4,1.0,1.2,5.7
502,55378,MN,44.76,-93.37,2,080202,27,139,86.2,2.1,1.8,0.4,0.5,9.0
503,55408,MN,44.94,-93.29,1,109200,27,053,69.2,4.3,15.7,2.6,4.6,3.6
504,55410,MN,44.91,-93.31,1,111300,27,053,74.3,7.4,5.2,1.3,1.5,10.3
505,55411,MN,45.0,-93.3,1,102100,27,053,58.9,13.6,15.8,2.9,3.1,5.7
506,55431,MN,44.83,-93.31,1,025702,27,053,81.3,8.1,1.9,1.7,1.7,5.3
507,55438,MN,44.82,-93.38,1,025906,27,053,85.3,8.4,0.9,0.0,1.5,3.9
508,55443,MN,45.12,-93.33,2,026823,27,053,79.6,4.5,7.0,0.5,3.3,5.0
509,56071,MN,44.5,-93.6,1,950100,27,079,82.6,9.4,0.5,2.0,0.4,5.1
510,57042,SD,44.0,-97.2,1,960100,46,079,73.5,8.5,0.0,2.4,1.3,14.3
511,57105,SD,43.52,-96.73,1,001500,46,099,82.8,5.2,0.2,7.3,2.0,2.5
512,57701,SD,44.1,-103.2,3,010400,46,103,76.6,9.7,1.0,8.8,1.6,2.3
513,57719,SD,44.2,-103.0,1,020500,46,093,63.9,14.6,0.4,2.4,0.6,18.1
514,59701,MT,46.1,-112.4,1,962202,30,043,76.6,14.1,0.0,6.3,1.0,2.1
515,59718,MT,45.6,-111.1,1,000502,30,031,77.8,8.9,0.0,2.8,3.9,6.6
516,59725,MT,45.0,-112.9,1,000100,30,001,55.5,7.6,0.2,16.7,4.3,15.8
517,59801,MT,46.86,-113.99,1,000500,30,063,48.8,3.0,6.7,25.2,12.5,3.6
518,59860,MT,47.8,-114.2,1,940303,30,047,74.0,11.3,0.0,5.1,2.3,7.4
519,59870,MT,46.5,-114.1,2,000201,30,081,69.3,14.7,0.1,6.5,0.0,9.3
520,59937,MT,48.5,-114.6,2,000100,30,029,63.6,8.6,0.0,12.8,5.5,9.5
521,60002,IL,42.5,-88.1,2,002906,55,059,83.5,9.5,1.6,0.0,1.3,4.1
522,60012,IL,42.28,-88.31,1,870803,17,111,81.8,4.3,2.0,0.0,1.2,10.7
523,60016,IL,42.05,-87.89,1,806102,17,031,79.6,5.0,10.2,0.0,0.9,4.3
524,60045,IL,42.24,-87.87,1,863500,17,097,73.5,3.1,8.1,0.5,2.4,12.3
525,60046,IL,42.41,-88.06,4,861013,17,097,76.8,13.9,2.9,1.1,1.2,4.1
526,60047,IL,42.21,-88.04,1,864402,17,097,76.6,6.5,5.6,0.0,2.1,9.2
527,60056,IL,42.06,-87.93,1,804901,17,031,70.6,4.8,14.1,1.3,2.3,6.9
528,60060,IL,42.27,-88.04,1,864105,17,097,78.5,7.7,4.5,1.1,0.5,7.8
529,60068,IL,42.02,-87.84,1,805501,17,031,67.7,6.4,10.6,1.8,1.1,12.5
530,60115,IL,41.9,-88.7,1,001600,17,037,88.5,5.6,0.8,0.7,0.0,4.5
531,60130,IL,41.87,-87.82,1,816100,17,031,61.1,7.3,22.6,4.2,0.0,4.8
532,60139,IL,41.92,-88.08,1,840911,17,043,85.2,9.4,1.5,1.0,1.4,1.4
533,60154,IL,41.85,-87.89,1,818402,17,031,87.5,2.7,3.1,0.4,1.6,4.6
534,60173,IL,42.04,-88.05,1,804603,17,031,80.5,7.7,5.0,0.1,2.7,3.9
535,60188,IL,41.92,-88.13,1,841210,17,043,85.0,6.8,2.4,2.4,0.5,2.8
536,60189,IL,41.83,-88.12,2,842601,17,043,73.6,5.1,7.6,0.5,0.7,12.4
537,60302,IL,41.89,-87.79,4,812400,17,031,57.8,5.5,20.9,1.4,3.0,11.4
538,60304,IL,41.87,-87.78,1,813100,17,031,64.0,4.4,25.6,1.6,1.6,2.7
539,60401,IL,41.34,-87.62,1,883902,17,197,87.4,3.3,4.5,0.0,0.3,4.5
540,60402,IL,41.83,-87.78,1,815500,17,031,76.7,13.5,5.8,2.1,1.2,0.6
541,60423,IL,41.48,-87.84,1,883504,17,197,82.2,5.2,4.0,1.4,0.0,7.1
542,60451,IL,41.51,-87.96,1,881115,17,197,87.8,1.5,5.3,0.3,0.0,5.0
543,60513,IL,41.83,-87.85,4,818800,17,031,79.7,5.8,9.9,0.0,0.6,4.0
544,60515,IL,41.81,-88.03,1,844802,17,043,76.2,3.5,8.8,1.2,1.4,9.0
545,60534,IL,41.81,-87.82,1,819200,17,031,75.6,9.8,4.9,3.2,2.2,4.4
546,60542,IL,41.8,-88.35,1,853001,17,089,88.4,7.0,1.3,0.0,0.0,3.3
547,60565,IL,41.72,-88.11,1,880118,17,197,79.3,2.4,6.1,0.7,0.3,11.2
548,60605,IL,41.87,-87.62,1,320600,17,031,27.3,3.8,28.0,25.7,7.1,8.2
549,60608,IL,41.85,-87.68,1,841300,17,031,47.3,7.9,39.0,4.1,0.4,1.3
550,60613,IL,41.95,-87.65,2,061000,17,031,27.8,4.2,50.6,3.0,3.9,10.5
551,60615,IL,41.81,-87.6,1,390200,17,031,51.0,5.6,28.2,3.6,2.1,9.5
552,60630,IL,41.97,-87.76,1,110502,17,031,48.1,8.0,34.0,0.6,1.9,7.3
553,60634,IL,41.95,-87.81,1,170400,17,031,77.4,11.8,8.7,1.4,0.5,0.3
554,60640,IL,41.97,-87.66,1,031100,17,031,31.0,6.5,39.9,5.2,6.7,10.8
555,60654,IL,41.89,-87.64,1,842300,17,031,36.0,6.4,32.8,14.0,4.1,6.7
556,61008,IL,42.2,-88.8,4,010400,17,007,90.7,5.5,0.5,0.6,0.0,2.8
557,61073,IL,42.42,-88.99,1,003904,17,201,88.5,5.4,0.3,0.0,2.2,3.5
558,61550,IL,40.61,-89.43,1,021606,17,179,93.0,2.9,0.5,1.0,0.0,2.6
559,61701,IL,40.47,-88.99,1,005900,17,113,80.6,11.0,3.3,2.4,0.6,2.1
560,62269,IL,38.6,-89.91,4,504351,17,163,87.3,5.4,2.1,0.4,1.0,3.8
561,62281,IL,38.71,-89.79,1,403702,17,119,83.0,6.6,1.3,1.6,1.4,6.2
562,62711,IL,39.76,-89.72,1,003604,17,167,91.1,2.3,0.6,0.8,1.4,3.7
563,63017,MO,38.67,-90.53,2,215231,29,189,86.8,2.7,1.3,0.0,2.4,6.8
564,63021,MO,38.56,-90.53,3,217932,29,189,89.5,4.6,0.0,0.0,0.9,5.0
565,63026,MO,38.5,-90.46,1,700210,29,099,94.9,4.1,0.0,0.0,0.0,1.0
566,63073,MO,38.5,-90.7,1,221503,29,189,92.1,2.7,0.5,0.0,0.0,4.8
567,63110,MO,38.63,-90.27,1,112100,29,510,73.1,5.9,6.9,5.8,1.7,6.6
568,63116,MO,38.58,-90.27,1,115100,29,510,76.6,9.1,9.0,3.7,0.5,1.1
569,63119,MO,38.59,-90.32,1,219600,29,189,86.7,6.8,1.1,1.0,0.1,4.4
570,63124,MO,38.64,-90.38,1,217500,29,189,88.8,3.9,0.7,0.0,0.3,6.3
571,63129,MO,38.45,-90.33,2,220444,29,189,84.4,7.7,0.4,1.4,0.9,5.1
572,63130,MO,38.67,-90.32,1,215900,29,189,72.4,9.5,15.1,0.0,0.6,2.3
573,63303,MO,38.75,-90.54,2,311146,29,183,87.5,7.1,0.0,0.0,0.6,4.8
574,63366,MO,38.9,-90.7,2,311500,29,183,81.5,15.9,0.0,0.5,1.3,0.8
575,63368,MO,38.75,-90.73,2,311154,29,183,83.1,6.2,0.0,0.3,1.4,9.0
576,64014,MO,39.01,-94.25,1,014105,29,095,88.5,5.6,0.5,0.9,1.2,3.3
577,64048,MO,39.44,-94.35,1,021804,29,047,90.4,3.4,0.0,1.5,0.5,4.2
578,64111,MO,39.06,-94.59,6,016700,29,095,73.0,6.0,8.3,7.8,2.1,2.7
579,64113,MO,39.01,-94.59,4,008600,29,095,90.7,1.3,1.1,0.4,0.0,6.6
580,64114,MO,38.96,-94.6,1,009900,29,095,75.5,4.2,6.6,4.7,2.1,6.9
581,64137,MO,38.94,-94.54,1,010201,29,095,80.2,5.3,6.3,4.9,0.7,2.6
582,64151,MO,39.21,-94.63,4,030001,29,165,84.0,9.8,1.7,1.6,0.6,2.3
583,64154,MO,39.28,-94.63,1,030201,29,165,87.6,4.6,1.5,0.0,0.7,5.6
584,64157,MO,39.27,-94.47,1,021310,29,047,82.4,6.6,0.0,0.3,0.0,10.8
585,64505,MO,39.83,-94.84,1,010100,29,003,87.0,6.9,0.0,2.5,0.1,3.4
586,64804,MO,37.0,-94.5,1,020601,29,145,89.1,5.3,0.0,0.0,0.2,5.4
587,64836,MO,37.2,-94.3,2,012100,29,097,86.8,6.0,0.0,0.4,2.7,4.1
588,65202,MO,39.0,-92.3,9,001503,29,019,80.0,16.2,0.0,0.0,2.9,1.0
589,65584,MO,37.82,-92.11,2,470287,29,169,85.9,8.4,1.6,0.0,1.7,2.4
590,65612,MO,37.22,-93.56,1,004900,29,077,83.6,8.0,0.0,2.5,2.1,3.9
591,65669,MO,36.92,-93.31,3,020500,29,043,85.5,7.8,0.1,1.1,2.7,2.8
592,65757,MO,37.3,-93.1,2,004600,29,077,87.5,8.3,0.0,1.0,0.8,2.5
593,66053,KS,38.6,-94.7,1,100500,20,121,91.1,5.6,0.0,0.2,0.5,2.7
594,66062,KS,38.85,-94.78,1,053509,20,091,92.6,4.0,0.0,0.5,0.5,2.5
595,66086,KS,39.1,-95.1,1,071800,20,103,78.7,15.4,0.5,0.0,1.2,4.2
596,66213,KS,38.9,-94.7,1,053108,20,091,83.9,6.9,0.0,1.1,1.1,6.9
597,66220,KS,38.96,-94.82,1,052601,20,091,83.5,3.5,0.0,0.0,0.0,12.9
598,66224,KS,38.86,-94.63,1,053410,20,091,82.5,1.7,0.0,0.3,0.3,15.2
599,66762,KS,37.4,-94.8,1,956700,20,037,81.1,9.7,0.6,1.5,2.7,4.5
600,67026,KS,37.5,-97.5,1,009604,20,173,87.1,7.2,0.0,0.8,0.5,4.4
601,67207,KS,37.66,-97.23,1,007203,20,173,90.1,3.8,0.0,1.6,2.7,1.7
602,67530,KS,38.4,-98.8,1,971800,20,009,81.4,13.1,0.0,2.2,0.0,3.2
603,68008,NE,41.5,-96.2,1,050201,31,177,84.8,6.1,0.0,0.1,1.6,7.3
604,68117,NE,41.21,-96.0,1,007101,31,055,77.4,12.6,0.0,5.5,1.9,2.6
605,68128,NE,41.18,-96.07,1,010622,31,153,89.0,7.2,0.0,1.2,0.0,2.6
606,68164,NE,41.3,-96.11,1,007432,31,055,87.8,7.6,0.0,0.0,0.0,4.5
607,68354,NE,40.6,-97.6,1,091700,31,059,81.0,6.2,0.1,6.2,1.6,4.9
608,68503,NE,40.83,-96.67,1,000900,31,109,70.4,7.6,3.8,13.6,2.2,2.4
609,68516,NE,40.73,-96.64,1,003714,31,109,84.7,9.7,0.0,0.8,0.4,4.4
610,68521,NE,40.86,-96.71,1,003001,31,109,83.3,10.7,0.1,0.9,1.0,4.0
611,70001,LA,29.98,-90.16,2,022800,22,051,88.3,4.9,0.5,1.6,0.8,3.9
612,70005,LA,30.0,-90.13,2,022302,22,051,77.3,11.6,2.5,3.0,3.2,2.4
613,70119,LA,29.97,-90.09,1,005000,22,071,70.8,7.1,15.8,3.0,0.8,2.6
614,70121,LA,29.96,-90.16,1,024500,22,051,85.8,5.5,3.4,1.5,1.9,1.9
615,70448,LA,30.37,-90.04,1,041211,22,103,87.8,6.2,0.0,0.0,2.1,3.8
616,70506,LA,30.19,-92.08,1,001904,22,055,84.2,11.7,0.0,0.0,0.3,3.7
617,70508,LA,30.16,-92.03,1,001406,22,055,88.6,5.9,0.0,0.0,1.8,3.7
618,70806,LA,30.45,-91.12,1,001800,22,033,58.9,19.5,9.0,1.5,5.1,6.1
619,71241,LA,32.8,-92.3,1,960500,22,111,80.4,8.8,0.0,1.8,6.4,2.7
620,71270,LA,32.5,-92.6,5,960800,22,061,90.7,5.8,0.0,0.8,1.3,1.4
621,71655,AR,33.6,-91.8,1,490300,05,043,76.6,14.9,0.0,6.3,1.2,1.0
622,72137,AR,35.3,-92.0,1,070300,05,145,82.5,11.4,0.0,0.1,1.7,4.3
623,72401,AR,35.9,-90.6,2,001100,05,031,85.2,8.9,0.0,1.2,1.9,2.9
624,72687,AR,36.3,-92.7,4,960300,05,089,75.4,15.9,0.0,2.3,0.0,6.5
625,72704,AR,36.1,-94.3,1,010508,05,143,89.8,3.9,0.0,0.6,0.5,5.2
626,72901,AR,35.36,-94.41,4,001002,05,131,91.0,6.2,0.0,1.1,0.0,1.7
627,73012,OK,35.67,-97.59,1,108512,40,109,82.9,5.1,0.8,0.7,0.3,10.3
628,73072,OK,35.2,-97.5,1,201508,40,027,90.8,4.6,0.8,0.3,0.5,2.9
629,73103,OK,35.49,-97.52,1,101700,40,109,89.9,2.7,0.0,3.5,1.0,2.9
630,74006,OK,36.7,-95.9,9,000600,40,147,85.6,8.6,0.0,0.9,0.0,4.9
631,74008,OK,35.9,-95.8,1,030601,40,145,81.3,11.4,0.0,0.3,0.7,6.3
632,74011,OK,35.98,-95.82,1,007513,40,143,85.7,6.0,0.0,0.6,1.8,5.9
633,74133,OK,36.04,-95.88,2,007524,40,143,87.4,5.3,0.6,0.0,0.0,6.8
634,74464,OK,35.9,-95.0,1,978000,40,021,72.5,19.8,0.0,2.9,3.5,1.3
635,75022,TX,33.03,-97.12,1,021750,48,121,82.6,3.1,0.0,0.0,0.9,13.4
636,75024,TX,33.08,-96.81,4,031657,48,085,79.0,6.5,0.0,4.6,2.2,7.7
637,75025,TX,33.1,-96.73,2,031505,48,085,82.3,6.7,1.4,1.2,1.0,7.4
638,75035,TX,33.16,-96.77,1,030518,48,085,79.5,6.1,0.3,0.0,1.2,13.0
639,75048,TX,32.97,-96.58,1,018122,48,113,81.4,8.7,0.0,0.7,0.0,9.3
640,75069,TX,33.18,-96.59,2,030900,48,085,80.8,12.9,0.7,1.1,2.6,2.0
641,75070,TX,33.16,-96.72,2,030517,48,085,76.7,7.9,0.3,0.2,3.2,11.7
642,75093,TX,33.04,-96.81,1,031648,48,085,87.2,3.6,0.0,0.5,0.9,7.8
643,75154,TX,32.5,-96.8,1,060213,48,139,81.8,11.3,1.2,0.0,0.6,5.0
644,75204,TX,32.8,-96.79,1,001600,48,113,76.3,6.1,5.3,4.1,4.9,3.4
645,75214,TX,32.83,-96.74,1,008000,48,113,82.7,6.5,0.0,0.0,0.0,10.7
646,75220,TX,32.86,-96.87,4,007201,48,113,57.4,27.3,7.4,0.7,6.5,0.7
647,75234,TX,32.92,-96.9,4,014002,48,113,100.0,0.0,0.0,0.0,0.0,0.0
648,75438,TX,33.6,-96.09,1,950500,48,147,79.3,9.0,0.0,0.7,2.6,8.5
649,75946,TX,31.8,-94.5,1,950100,48,347,77.8,18.3,0.0,0.0,3.1,0.8
650,75965,TX,31.7,-94.6,1,950400,48,347,83.2,8.7,0.0,0.3,2.1,5.7
651,76016,TX,32.69,-97.19,1,121610,48,439,83.3,10.4,0.0,0.0,0.5,5.9
652,76034,TX,32.89,-97.14,2,113634,48,439,82.9,5.3,0.0,0.3,2.8,8.7
653,76049,TX,32.5,-97.7,1,160209,48,221,88.0,5.5,0.2,0.8,0.4,5.2
654,76052,TX,32.98,-97.39,2,114103,48,439,82.2,10.1,0.0,3.6,0.2,3.8
655,76092,TX,32.96,-97.15,1,113907,48,439,84.9,0.6,0.0,0.0,1.4,13.1
656,76109,TX,32.7,-97.39,1,105403,48,439,87.6,1.4,0.0,1.6,2.1,7.4
657,76112,TX,32.75,-97.23,1,106502,48,439,83.4,7.4,0.0,0.9,3.2,5.2
658,76180,TX,32.84,-97.22,2,113217,48,439,83.5,12.4,0.0,1.7,0.0,2.5
659,76182,TX,32.89,-97.21,1,113210,48,439,87.6,3.8,0.0,0.7,1.9,6.0
660,76209,TX,33.23,-97.11,2,020601,48,121,63.8,13.4,0.0,13.9,3.2,5.7
661,76244,TX,32.93,-97.28,2,113921,48,439,84.7,9.1,0.4,0.4,1.2,4.2
662,76302,TX,33.87,-98.47,4,011500,48,485,83.1,9.9,4.6,0.0,2.4,0.0
663,76522,TX,31.2,-98.0,1,950100,48,281,72.1,19.0,0.0,2.2,1.2,5.6
664,76935,TX,31.1,-100.4,1,001704,48,451,82.5,8.1,0.0,1.0,0.1,8.3
665,77009,TX,29.79,-95.37,1,210400,48,201,64.2,13.2,5.6,8.3,5.5,3.3
666,77019,TX,29.75,-95.41,2,410401,48,201,82.9,3.8,1.1,1.2,0.4,10.6
667,77024,TX,29.77,-95.5,4,430300,48,201,89.7,4.5,0.0,0.0,0.0,5.7
668,77043,TX,29.81,-95.58,1,543200,48,201,86.0,5.1,1.3,1.7,0.4,5.6
669,77094,TX,29.76,-95.69,1,454501,48,201,83.5,2.9,4.9,0.6,1.1,7.1
670,77339,TX,30.05,-95.22,1,251100,48,201,80.5,6.5,2.2,0.0,0.9,9.9
671,77380,TX,30.14,-95.47,1,691500,48,339,86.0,3.9,1.4,1.8,1.0,6.0
672,77381,TX,30.18,-95.5,3,691100,48,339,85.1,7.4,1.2,0.8,0.4,5.1
673,77382,TX,30.2,-95.54,1,690602,48,339,79.0,4.1,2.9,2.9,2.3,8.8
674,77449,TX,29.83,-95.73,1,542301,48,201,80.9,9.9,0.8,0.0,0.0,8.4
675,77479,TX,29.56,-95.64,1,674400,48,157,81.1,9.2,2.1,0.5,0.2,6.9
676,77494,TX,29.74,-95.84,1,673101,48,157,77.8,10.7,2.1,0.3,2.7,6.3
677,77578,TX,29.47,-95.37,1,661501,48,039,85.8,6.9,0.0,1.7,1.0,4.7
678,77581,TX,29.56,-95.28,1,660300,48,039,96.6,1.4,0.3,0.6,0.0,1.1
679,77598,TX,29.55,-95.14,1,341000,48,201,85.2,10.3,1.0,1.5,1.1,0.9
680,78009,TX,29.36,-98.89,1,000102,48,325,79.2,13.4,1.1,3.1,1.4,1.7
681,78028,TX,30.1,-99.2,3,960100,48,265,72.5,16.5,0.0,2.1,1.4,7.5
682,78114,TX,29.1,-98.2,1,000202,48,493,80.7,7.7,0.0,0.0,2.7,8.9
683,78201,TX,29.48,-98.53,1,180201,48,029,67.8,17.8,7.1,3.6,2.6,1.0
684,78230,TX,29.54,-98.56,1,181302,48,029,86.5,5.6,1.8,2.5,0.0,3.7
685,78247,TX,29.57,-98.41,1,121112,48,029,80.9,11.5,5.1,0.0,1.1,1.5
686,78259,TX,29.63,-98.41,1,121910,48,029,84.7,9.3,0.0,0.0,0.6,5.4
687,78260,TX,29.69,-98.52,1,191804,48,029,83.2,8.1,0.0,0.0,0.9,7.8
688,78550,TX,26.2,-97.7,1,010700,48,061,81.4,10.3,0.0,6.7,1.6,0.0
689,78613,TX,30.5,-97.82,2,020322,48,491,82.3,9.1,0.6,0.7,0.4,6.9
690,78628,TX,30.6,-97.8,1,020110,48,491,79.3,6.1,0.4,0.0,1.6,12.6
691,78633,TX,30.7,-97.8,1,020109,48,491,77.3,7.2,0.0,0.0,0.5,15.0
692,78660,TX,30.43,-97.6,1,001858,48,453,83.5,7.5,0.5,0.3,0.6,7.5
693,78702,TX,30.26,-97.71,1,000902,48,453,66.6,9.3,4.9,2.5,7.1,9.6
694,78704,TX,30.24,-97.75,1,002308,48,453,67.5,8.7,5.7,5.6,4.5,8.0
695,78717,TX,30.49,-97.77,1,020510,48,491,69.8,11.0,2.1,0.0,1.7,15.3
696,78727,TX,30.43,-97.72,2,001846,48,453,75.1,10.2,2.2,0.0,2.8,9.7
697,78731,TX,30.35,-97.77,2,001718,48,453,75.6,1.8,4.5,2.3,0.7,15.3
698,78749,TX,30.21,-97.86,1,001738,48,453,80.7,4.1,0.0,0.0,1.4,13.8
699,79119,TN,35.1,-102.0,1,021704,48,381,86.0,9.5,0.0,0.3,0.8,3.4
700,79416,TX,33.61,-101.97,2,010405,48,303,78.0,12.4,0.0,5.7,0.9,3.0
