,ZIP,State,Lat,Lng,Size,Tract,State_code,County,health_insurance,private,public
338,46219,IN,39.78,-86.05,1,360700,18,097,92.5,67.8,35.2
339,46234,IN,39.81,-86.32,1,340114,18,097,91.4,81.5,19.4
340,46237,IN,39.68,-86.09,1,380902,18,097,96.4,88.3,21.8
341,46250,IN,39.91,-86.07,1,320304,18,097,97.3,90.0,19.8
342,46260,IN,39.9,-86.18,1,320109,18,097,93.3,72.4,37.9
343,46554,IN,41.6,-86.4,1,012000,18,141,95.7,75.4,34.8
344,46637,IN,41.73,-86.24,1,011302,18,141,93.8,80.1,29.6
345,46804,IN,41.05,-85.24,1,011603,18,003,97.2,89.3,23.1
346,47150,IN,38.3,-85.8,1,070302,18,043,91.9,70.9,31.4
347,47203,IN,39.2,-85.8,1,011300,18,005,91.4,79.5,30.0
348,47265,IN,39.0,-85.6,1,960200,18,079,87.6,66.4,33.6
349,47404,IN,39.2,-86.6,1,001305,18,105,95.5,81.1,24.6
350,47710,IN,38.02,-87.58,2,003900,18,163,94.0,75.9,32.3
351,47712,IN,37.9,-87.7,1,010403,18,163,97.3,88.7,21.0
352,47906,IN,40.5,-87.0,3,010201,18,157,93.3,76.5,26.2
353,48069,MI,42.47,-83.14,1,187000,26,125,97.2,92.9,18.1
354,48096,MI,42.76,-82.92,1,216000,26,099,94.7,81.3,31.5
355,48103,MI,42.3,-83.9,2,448000,26,161,95.0,87.2,18.2
356,48105,MI,42.3,-83.7,1,402600,26,161,98.8,93.0,13.5
357,48137,MI,42.5,-84.1,4,732100,26,093,90.2,76.4,33.1
358,48152,MI,42.42,-83.37,2,556800,26,163,95.9,88.6,25.4
359,48158,MI,42.2,-84.0,1,432000,26,161,94.3,87.4,24.9
360,48169,MI,42.5,-83.9,1,743400,26,093,99.0,94.3,20.7
361,48301,MI,42.54,-83.28,1,150900,26,125,97.0,91.0,27.8
362,48307,MI,42.66,-83.12,1,193400,26,125,97.8,89.8,16.5
363,48322,MI,42.54,-83.38,1,157800,26,125,96.1,86.2,34.2
364,48324,MI,42.59,-83.38,1,154500,26,125,97.6,92.3,21.7
365,48357,MI,42.65,-83.64,1,131800,26,125,94.2,78.8,31.0
366,48603,MI,43.47,-84.02,1,010302,26,145,95.5,86.8,27.7
367,48611,MI,43.64,-84.09,2,285600,26,017,95.1,79.5,30.8
368,48823,MI,42.76,-84.44,1,004600,26,065,98.8,93.3,28.4
369,48864,MI,42.71,-84.4,1,004901,26,065,93.3,83.8,21.3
370,48910,MI,42.7,-84.52,1,002901,26,065,90.0,70.8,35.0
371,49024,MI,42.2,-85.62,1,002002,26,077,95.6,87.7,29.3
372,49245,MI,42.1,-84.8,1,003100,26,025,91.5,66.5,37.9
373,49406,MI,42.64,-86.2,1,030800,26,005,94.4,76.6,35.1
374,49412,MI,43.5,-85.9,1,970600,26,123,90.2,71.1,39.3
375,49418,MI,42.88,-85.78,1,013100,26,081,89.2,73.1,28.0
376,49426,MI,42.8,-85.9,1,023002,26,139,96.8,78.8,24.4
377,49506,MI,42.94,-85.62,1,003400,26,081,95.3,77.8,31.5
378,49507,MI,42.93,-85.65,1,003700,26,081,89.1,39.2,56.2
379,49668,MI,44.4,-85.7,1,380300,26,165,90.3,56.1,51.0
380,50135,IA,41.7,-92.9,1,040100,19,099,92.9,73.5,32.4
381,50219,IA,41.4,-92.9,1,030200,19,125,96.7,75.8,34.6
382,50263,IA,41.6,-93.9,5,050902,19,049,97.8,82.8,26.6
383,50266,IA,41.56,-93.81,1,050811,19,049,97.3,91.7,13.4
384,50627,IA,42.3,-93.1,1,480500,19,083,96.0,82.9,30.8
385,50651,IA,42.3,-92.2,2,002902,19,013,96.6,80.6,33.0
386,51334,IA,43.4,-94.8,4,070300,19,063,92.6,72.0,33.4
387,51534,IA,41.0,-95.7,1,040201,19,129,93.5,78.5,32.0
388,52241,IA,41.69,-91.59,1,000302,19,103,88.4,70.3,25.2
389,52314,IA,41.9,-91.5,1,010700,19,113,96.0,86.5,22.0
390,52803,IA,41.54,-90.56,1,011600,19,163,92.1,70.7,27.4
391,53005,WI,43.06,-88.1,1,201000,55,133,100.0,91.0,26.3
392,53072,WI,43.1,-88.3,2,203303,55,133,97.6,83.4,29.5
393,53097,WI,43.24,-87.98,1,660100,55,089,95.0,83.3,30.7
394,53149,WI,42.9,-88.3,4,202001,55,133,98.7,86.8,26.0
395,53150,WI,42.88,-88.13,1,201900,55,133,97.7,88.8,23.1
396,53154,WI,42.89,-87.89,4,160203,55,079,93.3,77.6,28.2
398,53211,WI,43.07,-87.89,2,007800,55,079,92.1,83.2,13.7
399,53593,WI,43.0,-89.6,1,010904,55,025,98.6,94.3,15.9
400,53719,WI,43.03,-89.5,1,000504,55,025,97.0,93.0,10.7
401,53901,WI,43.5,-89.5,1,970600,55,021,96.8,85.2,32.7
402,53916,WI,43.5,-88.9,2,960600,55,027,97.1,78.2,32.7
403,54313,WI,44.6,-88.1,1,020204,55,009,97.0,89.2,14.7
404,54401,WI,45.0,-89.7,1,001500,55,073,96.7,86.6,24.3
405,54452,WI,45.2,-89.7,1,960700,55,069,97.2,83.6,30.9
406,54455,WI,44.8,-89.7,1,001202,55,073,94.9,79.3,32.9
407,54467,WI,44.4,-89.5,1,961300,55,097,90.3,72.6,31.4
408,54665,WI,43.5,-90.9,1,960500,55,123,85.1,60.9,40.6
409,54666,WI,44.2,-90.4,1,960100,55,053,89.3,63.1,42.7
410,54901,WI,44.07,-88.52,4,001600,55,139,95.0,79.1,31.9
411,55014,MN,45.19,-93.13,4,050229,27,003,98.7,92.3,15.9
412,55057,MN,44.5,-93.2,1,061502,27,037,98.3,86.0,26.7
413,55082,MN,45.1,-92.8,1,070404,27,163,98.9,92.0,16.9
415,55108,MN,44.98,-93.18,4,042001,27,123,98.8,90.6,16.5
416,55113,MN,45.01,-93.16,2,041800,27,123,97.3,83.7,30.6
417,55116,MN,44.91,-93.17,1,037500,27,123,95.4,79.8,29.4
418,55123,MN,44.8,-93.14,1,060732,27,037,98.1,92.1,12.2
419,55301,MN,45.24,-93.67,2,100801,27,171,96.7,88.2,14.0
420,55347,MN,44.83,-93.46,2,026018,27,053,98.6,93.5,13.5
421,55352,MN,44.7,-93.6,1,080800,27,139,93.7,83.1,19.2
422,55369,MN,45.13,-93.46,1,026708,27,053,96.8,88.3,21.4
423,55378,MN,44.76,-93.37,2,080202,27,139,95.3,91.1,9.8
424,55408,MN,44.94,-93.29,1,109200,27,053,94.9,83.1,21.0
425,55411,MN,45.0,-93.3,1,102100,27,053,92.4,43.4,56.7
426,55443,MN,45.12,-93.33,2,026823,27,053,90.3,75.9,26.6
427,56071,MN,44.5,-93.6,1,950100,27,079,98.2,82.9,29.1
428,57042,SD,44.0,-97.2,1,960100,46,079,95.7,84.1,24.4
429,57105,SD,43.52,-96.73,1,001500,46,099,86.2,66.5,28.1
430,57701,SD,44.1,-103.2,3,010400,46,103,84.9,54.3,49.7
431,57719,SD,44.2,-103.0,1,020500,46,093,92.3,81.9,19.4
432,59701,MT,46.1,-112.4,1,962202,30,043,86.8,66.5,36.6
433,59718,MT,45.6,-111.1,1,000502,30,031,96.3,89.8,21.3
434,59725,MT,45.0,-112.9,1,000100,30,001,81.4,63.2,41.5
435,59860,MT,47.8,-114.2,1,940303,30,047,82.0,50.7,49.4
436,59870,MT,46.5,-114.1,2,000201,30,081,90.5,60.3,43.1
437,59937,MT,48.5,-114.6,2,000100,30,029,78.4,54.9,38.5
438,60002,IL,42.5,-88.1,2,002906,55,059,94.3,81.1,25.7
439,60012,IL,42.28,-88.31,1,870803,17,111,98.9,91.9,18.5
440,60016,IL,42.05,-87.89,1,806102,17,031,95.6,79.2,27.8
441,60045,IL,42.24,-87.87,1,863500,17,097,97.6,86.9,31.4
442,60046,IL,42.41,-88.06,4,861013,17,097,94.5,87.1,21.1
443,60047,IL,42.21,-88.04,1,864402,17,097,99.0,92.4,15.2
444,60056,IL,42.06,-87.93,1,804901,17,031,98.1,91.5,21.5
445,60060,IL,42.27,-88.04,1,864105,17,097,94.5,82.3,25.6
446,60068,IL,42.02,-87.84,1,805501,17,031,93.6,84.0,22.6
447,60115,IL,41.9,-88.7,1,001600,17,037,92.2,77.1,20.8
448,60130,IL,41.87,-87.82,1,816100,17,031,88.6,69.8,25.1
449,60139,IL,41.92,-88.08,1,840911,17,043,91.5,69.1,30.8
450,60154,IL,41.85,-87.89,1,818402,17,031,92.1,80.4,25.7
451,60173,IL,42.04,-88.05,1,804603,17,031,88.4,68.8,24.9
452,60188,IL,41.92,-88.13,1,841210,17,043,89.4,69.6,26.9
453,60189,IL,41.83,-88.12,2,842601,17,043,98.7,90.6,18.6
454,60302,IL,41.89,-87.79,4,812400,17,031,98.7,91.9,16.2
455,60304,IL,41.87,-87.78,1,813100,17,031,93.5,80.5,23.3
456,60401,IL,41.34,-87.62,1,883902,17,197,93.8,82.3,26.6
457,60402,IL,41.83,-87.78,1,815500,17,031,87.2,62.4,32.1
458,60423,IL,41.48,-87.84,1,883504,17,197,98.8,85.8,38.0
459,60451,IL,41.51,-87.96,1,881115,17,197,96.3,89.4,16.8
460,60513,IL,41.83,-87.85,4,818800,17,031,96.1,85.8,20.0
461,60515,IL,41.81,-88.03,1,844802,17,043,98.3,91.7,22.5
462,60527,IL,41.74,-87.95,3,845811,17,043,93.2,80.1,25.2
463,60534,IL,41.81,-87.82,1,819200,17,031,89.0,56.1,41.9
464,60542,IL,41.8,-88.35,1,853001,17,089,89.5,75.4,21.1
465,60565,IL,41.72,-88.11,1,880118,17,197,97.6,92.4,13.9
466,60605,IL,41.87,-87.62,1,320600,17,031,98.8,91.4,15.2
467,60608,IL,41.85,-87.68,1,841300,17,031,79.9,49.1,35.2
468,60613,IL,41.95,-87.65,2,061000,17,031,95.1,90.6,6.0
469,60630,IL,41.97,-87.76,1,110502,17,031,90.1,68.9,28.5
470,61008,IL,42.2,-88.8,4,010400,17,007,91.4,78.2,27.8
471,61073,IL,42.42,-88.99,1,003904,17,201,94.4,77.1,30.1
472,61550,IL,40.61,-89.43,1,021606,17,179,97.6,87.9,23.1
473,61701,IL,40.47,-88.99,1,005900,17,113,93.8,60.9,40.7
474,62269,IL,38.6,-89.91,4,504351,17,163,94.0,78.9,33.4
475,62281,IL,38.71,-89.79,1,403702,17,119,96.1,86.9,20.0
476,63021,MO,38.56,-90.53,3,217932,29,189,98.0,89.2,21.3
477,63026,MO,38.5,-90.46,1,700210,29,099,89.7,68.0,36.2
478,63073,MO,38.5,-90.7,1,221503,29,189,95.6,85.2,17.6
479,63110,MO,38.63,-90.27,1,112100,29,510,89.8,75.1,26.7
480,63116,MO,38.58,-90.27,1,115100,29,510,82.0,48.2,41.0
481,63119,MO,38.59,-90.32,1,219600,29,189,96.0,86.2,26.8
482,63124,MO,38.64,-90.38,1,217500,29,189,99.0,91.8,24.1
483,63129,MO,38.45,-90.33,2,220444,29,189,97.0,90.2,19.6
484,63130,MO,38.67,-90.32,1,215900,29,189,85.2,60.3,38.1
485,63366,MO,38.9,-90.7,2,311500,29,183,80.5,58.0,32.1
486,63368,MO,38.75,-90.73,2,311154,29,183,98.2,94.2,14.9
487,64014,MO,39.01,-94.25,1,014105,29,095,95.0,78.2,26.5
488,64048,MO,39.44,-94.35,1,021804,29,047,96.7,89.3,22.6
489,64113,MO,39.01,-94.59,4,008600,29,095,94.7,84.8,18.6
490,64137,MO,38.94,-94.54,1,010201,29,095,84.4,41.6,48.2
491,64151,MO,39.21,-94.63,4,030001,29,165,92.4,72.1,27.7
492,64154,MO,39.28,-94.63,1,030201,29,165,99.0,92.4,17.3
493,64157,MO,39.27,-94.47,1,021310,29,047,95.8,93.0,7.2
494,64505,MO,39.83,-94.84,1,010100,29,003,94.8,82.3,22.7
495,64804,MO,37.0,-94.5,1,020601,29,145,90.4,76.4,28.3
496,64836,MO,37.2,-94.3,2,012100,29,097,86.5,70.1,28.9
497,65202,MO,39.0,-92.3,9,001503,29,019,89.1,60.9,39.4
498,65584,MO,37.82,-92.11,2,470287,29,169,92.2,72.9,36.3
499,65612,MO,37.22,-93.56,1,004900,29,077,90.9,70.3,31.5
500,65669,MO,36.92,-93.31,3,020500,29,043,87.5,67.7,30.8
501,65757,MO,37.3,-93.1,2,004600,29,077,90.5,71.0,28.4
502,66053,KS,38.6,-94.7,1,100500,20,121,95.1,84.0,25.2
503,66062,KS,38.85,-94.78,1,053509,20,091,97.4,89.2,18.5
504,66086,KS,39.1,-95.1,1,071800,20,103,95.5,86.8,20.3
505,66213,KS,38.9,-94.7,1,053108,20,091,96.6,90.5,17.2
506,66220,KS,38.96,-94.82,1,052601,20,091,95.6,90.1,13.0
507,66224,KS,38.86,-94.63,1,053410,20,091,99.3,96.0,8.9
508,66762,KS,37.4,-94.8,1,956700,20,037,92.2,69.5,32.7
509,67026,KS,37.5,-97.5,1,009604,20,173,95.8,85.9,24.4
510,67207,KS,37.66,-97.23,1,007203,20,173,90.6,76.3,24.8
511,67530,KS,38.4,-98.8,1,971800,20,009,90.7,67.7,35.6
512,68008,NE,41.5,-96.2,1,050201,31,177,97.9,91.3,19.6
513,68128,NE,41.18,-96.07,1,010622,31,153,99.6,92.1,13.5
514,68164,NE,41.3,-96.11,1,007432,31,055,87.3,75.5,18.1
515,68516,NE,40.73,-96.64,1,003714,31,109,93.8,88.1,12.9
516,68521,NE,40.86,-96.71,1,003001,31,109,95.9,77.9,30.1
517,70001,LA,29.98,-90.16,2,022800,22,051,82.3,61.8,32.0
518,70005,LA,30.0,-90.13,2,022302,22,051,87.5,69.7,31.4
519,70119,LA,29.97,-90.09,1,005000,22,071,67.0,37.5,32.5
520,70121,LA,29.96,-90.16,1,024500,22,051,91.7,67.5,42.2
521,70448,LA,30.37,-90.04,1,041211,22,103,96.1,80.3,23.3
522,70506,LA,30.19,-92.08,1,001904,22,055,87.9,72.5,26.9
523,70508,LA,30.16,-92.03,1,001406,22,055,90.6,77.0,23.2
524,70806,LA,30.45,-91.12,1,001800,22,033,85.0,60.8,41.8
525,71270,LA,32.5,-92.6,5,960800,22,061,86.4,47.2,49.8
526,71655,AR,33.6,-91.8,1,490300,05,043,93.8,65.9,37.9
527,72137,AR,35.3,-92.0,1,070300,05,145,89.5,66.1,37.8
528,72401,AR,35.9,-90.6,2,001100,05,031,87.9,57.2,39.3
529,72687,AR,36.3,-92.7,4,960300,05,089,91.3,65.4,58.6
530,72704,AR,36.1,-94.3,1,010508,05,143,95.6,84.9,21.9
531,72901,AR,35.36,-94.41,4,001002,05,131,95.7,82.3,29.6
532,73012,OK,35.67,-97.59,1,108512,40,109,94.5,89.5,10.4
533,73068,OK,35.1,-97.3,3,202404,40,027,90.5,66.4,36.3
534,73072,OK,35.2,-97.5,1,201508,40,027,83.0,60.2,34.7
535,73103,OK,35.49,-97.52,1,101700,40,109,92.7,85.7,14.1
536,74006,OK,36.7,-95.9,9,000600,40,147,91.1,72.9,34.5
537,74008,OK,35.9,-95.8,1,030601,40,145,90.0,76.0,27.4
538,74011,OK,35.98,-95.82,1,007513,40,143,95.8,85.2,22.2
539,74133,OK,36.04,-95.88,2,007524,40,143,90.7,82.7,24.9
540,74464,OK,35.9,-95.0,1,978000,40,021,79.2,44.3,47.4
541,75022,TX,33.03,-97.12,1,021750,48,121,97.2,93.6,10.0
542,75024,TX,33.08,-96.81,4,031657,48,085,83.8,82.6,3.4
543,75035,TX,33.16,-96.77,1,030518,48,085,99.3,96.7,4.4
544,75048,TX,32.97,-96.58,1,018122,48,113,90.0,75.0,19.8
545,75069,TX,33.18,-96.59,2,030900,48,085,67.5,39.0,36.8
546,75070,TX,33.16,-96.72,2,030517,48,085,92.4,88.2,10.4
547,75093,TX,33.04,-96.81,1,031648,48,085,94.0,85.7,16.0
548,75154,TX,32.5,-96.8,1,060213,48,139,85.3,71.1,25.1
549,75204,TX,32.8,-96.79,1,001600,48,113,94.2,64.0,37.0
550,75214,TX,32.83,-96.74,1,008000,48,113,94.7,87.3,16.3
551,75220,TX,32.86,-96.87,4,007201,48,113,50.6,19.0,33.0
552,75234,TX,32.92,-96.9,4,014002,48,113,100.0,56.0,65.3
553,75438,TX,33.6,-96.09,1,950500,48,147,87.1,62.2,38.4
554,75965,TX,31.7,-94.6,1,950400,48,347,88.0,74.9,30.2
555,76034,TX,32.89,-97.14,2,113634,48,439,99.9,94.9,14.1
556,76049,TX,32.5,-97.7,1,160209,48,221,87.4,77.2,22.0
557,76052,TX,32.98,-97.39,2,114103,48,439,91.8,84.3,16.6
558,76092,TX,32.96,-97.15,1,113907,48,439,91.9,87.9,10.1
559,76109,TX,32.7,-97.39,1,105403,48,439,95.9,90.1,16.3
560,76112,TX,32.75,-97.23,1,106502,48,439,82.2,60.0,30.1
561,76180,TX,32.84,-97.22,2,113217,48,439,81.8,63.2,30.3
562,76182,TX,32.89,-97.21,1,113210,48,439,91.2,81.6,22.4
563,76244,TX,32.93,-97.28,2,113921,48,439,96.6,88.4,12.0
564,76302,TX,33.87,-98.47,4,011500,48,485,84.8,48.3,48.3
565,76522,TX,31.2,-98.0,1,950100,48,281,83.0,65.8,42.4
566,76935,TX,31.1,-100.4,1,001704,48,451,85.4,73.5,28.6
567,77009,TX,29.79,-95.37,1,210400,48,201,75.5,29.7,47.2
568,77019,TX,29.75,-95.41,2,410401,48,201,95.3,90.3,13.6
569,77024,TX,29.77,-95.5,4,430300,48,201,99.7,93.5,19.1
570,77043,TX,29.81,-95.58,1,543200,48,201,74.1,62.9,19.5
571,77094,TX,29.76,-95.69,1,454501,48,201,99.5,94.6,11.7
572,77339,TX,30.05,-95.22,1,251100,48,201,89.4,75.4,26.6
573,77381,TX,30.18,-95.5,3,691100,48,339,97.3,92.5,11.2
574,77382,TX,30.2,-95.54,1,690602,48,339,93.0,91.6,8.8
575,77449,TX,29.83,-95.73,1,542301,48,201,75.2,60.5,18.7
576,77479,TX,29.56,-95.64,1,674400,48,157,96.0,89.8,8.7
577,77494,TX,29.74,-95.84,1,673101,48,157,95.4,93.1,7.2
578,77578,TX,29.47,-95.37,1,661501,48,039,82.2,59.2,31.9
579,77581,TX,29.56,-95.28,1,660300,48,039,93.4,84.5,17.1
580,77598,TX,29.55,-95.14,1,341000,48,201,83.7,72.1,20.4
581,78009,TX,29.36,-98.89,1,000102,48,325,91.5,77.4,27.7
582,78028,TX,30.1,-99.2,3,960100,48,265,78.6,60.4,40.2
583,78114,TX,29.1,-98.2,1,000202,48,493,83.5,61.0,34.2
584,78201,TX,29.48,-98.53,1,180201,48,029,71.8,40.2,42.7
585,78230,TX,29.54,-98.56,1,181302,48,029,83.3,67.0,24.3
586,78247,TX,29.57,-98.41,1,121112,48,029,83.2,70.0,26.7
587,78251,TX,29.46,-98.67,1,171924,48,029,94.5,87.7,17.2
588,78259,TX,29.63,-98.41,1,121910,48,029,97.5,92.5,13.7
589,78260,TX,29.69,-98.52,1,191804,48,029,94.4,87.5,18.4
590,78628,TX,30.6,-97.8,1,020110,48,491,97.6,87.9,26.9
591,78633,TX,30.7,-97.8,1,020109,48,491,89.8,82.3,20.4
592,78660,TX,30.43,-97.6,1,001858,48,453,96.9,91.6,11.4
593,78702,TX,30.26,-97.71,1,000902,48,453,74.3,51.6,29.4
594,78704,TX,30.24,-97.75,1,002308,48,453,78.9,59.7,23.6
595,78717,TX,30.49,-97.77,1,020510,48,491,91.6,87.0,9.0
596,78727,TX,30.43,-97.72,2,001846,48,453,94.7,89.0,16.6
597,78731,TX,30.35,-97.77,2,001718,48,453,96.1,89.8,16.1
598,78749,TX,30.21,-97.86,1,001738,48,453,93.5,89.1,13.6
599,79119,TN,35.1,-102.0,1,021704,48,381,94.2,86.2,16.5
600,79416,TX,33.61,-101.97,2,010405,48,303,85.8,71.8,26.3
601,79553,TX,32.9,-99.9,9,020400,48,253,84.4,53.5,49.5
602,80002,CO,39.79,-105.1,2,010402,08,059,89.4,62.7,39.1
603,80003,CO,39.83,-105.06,3,010209,08,059,96.4,72.3,36.4
604,80007,CO,39.87,-105.22,2,060500,08,059,98.0,89.6,17.8
605,80010,CO,39.74,-104.86,1,007302,08,005,66.0,22.1,49.1
606,80011,CO,39.73,-104.79,1,007104,08,005,95.3,89.6,13.5
607,80013,CO,39.66,-104.77,3,083400,08,005,92.5,77.1,21.3
608,80015,CO,39.62,-104.78,5,085500,08,005,95.1,88.3,16.3
609,80016,CO,39.6,-104.74,3,085200,08,005,94.8,85.0,18.4
610,80017,CO,39.7,-104.78,1,082600,08,005,89.3,64.1,30.0
611,80020,CO,39.92,-105.08,3,030000,08,014,91.9,66.5,31.1
612,80021,CO,39.9,-105.12,6,060500,08,059,98.0,89.6,17.8
613,80022,CO,39.9,-104.8,1,008538,08,001,96.6,87.9,15.2
614,80026,CO,40.02,-105.1,6,012800,08,013,98.0,87.9,15.9
615,80027,CO,39.98,-105.13,4,013005,08,013,96.7,81.3,27.0
616,80030,CO,39.83,-105.03,5,009604,08,001,87.2,54.8,41.8
617,80031,CO,39.88,-105.04,3,009410,08,001,98.2,82.6,27.8
618,80108,CO,39.45,-104.85,1,014012,08,035,99.2,88.1,20.1
619,80110,CO,39.65,-105.01,1,006000,08,005,88.7,73.3,29.5
620,80111,CO,39.63,-104.87,5,006854,08,005,96.4,82.6,21.7
621,80112,CO,39.56,-104.87,3,014001,08,035,94.2,85.9,14.4
622,80120,CO,39.6,-105.01,3,006502,08,005,85.8,58.7,34.6
623,80121,CO,39.61,-104.96,1,005636,08,005,100.0,95.4,20.7
624,80122,CO,39.58,-104.96,2,005630,08,005,95.6,85.4,23.0
625,80124,CO,39.54,-104.88,2,014116,08,035,90.4,82.7,12.8
626,80127,CO,39.5,-105.1,2,012036,08,059,97.9,90.9,16.0
627,80128,CO,39.57,-105.08,1,012055,08,059,92.8,83.2,22.9
628,80129,CO,39.54,-105.01,3,014128,08,035,96.2,91.9,16.0
629,80202,CO,39.75,-105.0,5,001701,08,031,92.1,77.6,21.0
630,80203,CO,39.73,-104.98,1,002702,08,031,94.7,79.0,21.1
631,80204,CO,39.74,-105.02,1,000800,08,031,96.4,12.2,90.9
632,80206,CO,39.73,-104.95,1,003300,08,031,94.1,85.3,18.8
633,80207,CO,39.76,-104.92,1,004104,08,031,86.9,69.1,26.6
634,80210,CO,39.68,-104.96,5,003003,08,031,92.7,85.7,10.5
635,80211,CO,39.76,-105.02,2,000402,08,031,96.5,81.0,24.3
636,80212,CO,39.77,-105.05,3,000301,08,031,94.2,69.0,31.2
637,80214,CO,39.74,-105.07,1,011550,08,059,72.7,43.7,37.7
638,80216,CO,39.79,-104.95,1,003500,08,031,77.8,34.9,48.7
639,80218,CO,39.73,-104.97,1,003201,08,031,94.2,81.5,21.7
640,80220,CO,39.73,-104.91,1,004304,08,031,92.2,82.5,19.2
641,80221,CO,39.82,-105.01,3,009502,08,001,88.9,53.7,42.9
642,80222,CO,39.67,-104.93,4,015100,08,005,94.7,84.1,24.8
643,80224,CO,39.68,-104.91,1,087200,08,005,91.5,73.2,27.2
644,80226,CO,39.71,-105.09,1,011701,08,059,92.7,75.8,31.6
645,80228,CO,39.69,-105.15,2,011712,08,059,94.6,80.2,27.4
646,80230,CO,39.72,-104.89,1,004405,08,031,96.2,81.4,25.9
647,80231,CO,39.67,-104.89,2,087300,08,005,79.9,56.5,27.2
648,80234,CO,39.91,-105.01,2,009325,08,001,89.2,72.5,27.6
649,80235,CO,39.65,-105.09,1,015900,08,059,93.0,76.7,24.1
650,80238,CO,39.78,-104.88,2,004106,08,031,99.4,92.1,10.7
651,80301,CO,40.05,-105.21,6,012707,08,013,90.7,66.3,35.6
652,80302,CO,40.1,-105.4,2,013701,08,013,95.2,81.3,31.5
653,80303,CO,39.97,-105.22,6,060600,08,013,95.7,81.3,18.5
654,80304,CO,40.05,-105.29,5,012104,08,013,96.5,79.4,29.4
655,80305,CO,39.98,-105.26,3,012509,08,013,99.0,85.5,27.9
656,80401,CO,39.7,-105.2,7,009845,08,059,97.4,90.5,23.7
657,80433,CO,39.5,-105.3,2,012058,08,059,93.0,76.1,27.6
658,80439,CO,39.7,-105.4,6,014700,08,019,91.6,83.4,20.2
659,80443,CO,39.59,-106.09,2,000300,08,117,86.8,71.8,25.1
660,80482,CO,39.92,-105.79,2,000202,08,049,76.2,59.5,25.1
661,80501,CO,40.17,-105.09,1,013401,08,013,79.7,46.5,40.4
662,80503,CO,40.2,-105.2,8,013601,08,013,95.6,85.5,20.9
663,80516,CO,40.07,-105.02,3,002009,08,123,98.9,90.1,25.1
664,80524,CO,40.7,-105.0,2,002502,08,069,94.7,69.8,29.6
665,80525,CO,40.52,-105.02,6,001605,08,069,96.7,89.3,12.5
666,80526,CO,40.56,-105.13,6,001104,08,069,91.4,74.3,26.3
667,80528,CO,40.48,-105.0,6,001608,08,069,93.3,81.0,17.6
668,80530,CO,40.1,-104.92,1,002015,08,123,94.7,86.1,11.8
669,80535,CO,40.7,-105.2,1,002402,08,069,93.9,67.1,43.3
670,80537,CO,40.4,-105.2,1,001808,08,069,92.2,73.3,35.8
671,80538,CO,40.5,-105.2,6,002402,08,069,93.9,67.1,43.3
672,80545,CO,40.8,-105.6,1,002401,08,069,90.5,69.4,49.2
673,80550,CO,40.5,-104.9,1,002203,08,123,94.8,81.9,21.0
674,80631,CO,40.4,-104.7,3,000300,08,123,96.4,92.1,4.8
675,80634,CO,40.4,-104.8,1,001407,08,123,98.6,91.9,12.5
